4.716273552748821984e+00,1.861313233725894190e+00,0.000000000000000000e+00
4.014692574546215198e+00,2.484511831034634799e+00,0.000000000000000000e+00
4.455114919388893036e+00,6.251792424612013122e+00,0.000000000000000000e+00
1.109976489692888757e+00,5.204814166766097649e+00,1.000000000000000000e+00
7.032296557064608322e+00,8.290268132975926463e+00,0.000000000000000000e+00
6.853068780716851549e+00,7.902999812118064682e+00,0.000000000000000000e+00
4.886308014819404910e+00,1.409091646519129437e+00,0.000000000000000000e+00
7.343102839359573863e+00,8.281659727125922910e-01,0.000000000000000000e+00
7.566453961768953462e+00,3.456592526850212899e+00,0.000000000000000000e+00
1.815068160526940311e+00,6.304188430522528197e-01,0.000000000000000000e+00
7.497195152881256597e+00,2.670412853261474595e+00,0.000000000000000000e+00
5.205631218256595361e+00,4.546057713700879521e-01,0.000000000000000000e+00
6.207641198152553663e+00,3.342979238688303933e+00,0.000000000000000000e+00
4.451603158303121255e+00,1.565413132516838557e+00,0.000000000000000000e+00
9.420089090248294994e+00,5.396427647633984748e+00,0.000000000000000000e+00
7.743770985017701669e+00,3.865939240989723302e+00,1.000000000000000000e+00
6.068651836088079676e+00,8.424516650897214021e+00,0.000000000000000000e+00
6.727020017199102142e+00,2.264926885372609888e+00,0.000000000000000000e+00
2.931807933579745118e+00,3.672368671084527136e+00,1.000000000000000000e+00
1.823483573391837531e+00,1.047846691518131701e+00,0.000000000000000000e+00
9.853560224170873738e+00,2.150384859703666773e+00,0.000000000000000000e+00
9.723736973176819731e+00,2.745205037193497510e+00,0.000000000000000000e+00
2.986454258894673863e+00,3.514817069764570867e+00,0.000000000000000000e+00
9.847631097802608480e+00,8.831757384391510257e+00,0.000000000000000000e+00
6.167408739128184436e+00,8.644024267853275489e+00,0.000000000000000000e+00
3.409215885143245472e+00,1.149046621741064422e+00,0.000000000000000000e+00
8.775536377224696594e+00,7.700917217818847860e-01,0.000000000000000000e+00
9.494022107242972019e-01,6.204038861983820041e+00,0.000000000000000000e+00
2.498084087003602516e+00,5.529123508608220661e+00,1.000000000000000000e+00
7.551370173590829182e+00,7.642596839670240172e+00,0.000000000000000000e+00
5.970556516307143902e+00,9.126521105342831675e+00,0.000000000000000000e+00
7.546418068606241647e+00,7.581496682356379857e+00,0.000000000000000000e+00
3.137560726560639779e+00,4.463381319944140557e+00,1.000000000000000000e+00
9.683142278163067829e+00,5.547119299027630568e+00,0.000000000000000000e+00
5.657553030670285032e+00,3.199006256973242479e+00,0.000000000000000000e+00
9.905205550843218631e+00,5.959216381313336974e+00,0.000000000000000000e+00
8.297980116426462160e-01,5.799926599948102002e+00,0.000000000000000000e+00
9.741156652431502749e+00,5.453857000089303853e+00,0.000000000000000000e+00
3.799691861074841803e+00,9.717791992755568486e+00,0.000000000000000000e+00
8.302221589464741314e+00,8.368988559022128015e-02,0.000000000000000000e+00
9.679863705682016928e+00,4.670389649798090126e-01,0.000000000000000000e+00
3.240025677092994716e-01,3.212046901162005419e+00,0.000000000000000000e+00
7.766042785251968894e+00,1.148726978351146677e+00,0.000000000000000000e+00
3.968345310954881633e+00,5.051977627899112200e+00,1.000000000000000000e+00
4.359848733299928725e+00,7.411638361529694130e+00,0.000000000000000000e+00
2.658397566986686833e+00,1.052136124238141068e+00,0.000000000000000000e+00
7.088927729059725458e+00,4.428073479924760747e+00,1.000000000000000000e+00
5.055734051297841702e+00,5.683643028273845488e+00,0.000000000000000000e+00
2.496909665325657279e+00,7.605384071739193175e+00,0.000000000000000000e+00
7.716671303991860853e+00,9.968208466498150955e+00,0.000000000000000000e+00
3.917545288036929030e+00,8.258280465737197318e+00,0.000000000000000000e+00
6.581420605318758277e+00,9.238796366720276154e+00,0.000000000000000000e+00
1.625173008559444021e+00,2.065625221705257530e+00,0.000000000000000000e+00
9.284530940711938740e+00,5.586520691504959224e+00,0.000000000000000000e+00
1.637210084432125790e+00,6.804710206687306417e+00,0.000000000000000000e+00
4.782880045625828025e+00,8.155919410177412843e+00,0.000000000000000000e+00
6.022841996360144279e+00,5.691936769400988361e+00,1.000000000000000000e+00
9.123484159879835076e+00,8.714038056317209069e+00,0.000000000000000000e+00
3.981449093413671481e+00,9.275790024961230174e+00,0.000000000000000000e+00
2.913469898806559044e+00,8.805013123139410425e+00,0.000000000000000000e+00
8.298275044745203388e+00,2.842995837139890014e+00,0.000000000000000000e+00
4.409663395047674683e+00,5.326694603889150059e+00,1.000000000000000000e+00
5.134924359622809575e+00,9.644981685728670762e-01,0.000000000000000000e+00
8.272291498701140000e+00,8.088786018120174504e+00,0.000000000000000000e+00
9.668812167234874799e-01,3.762365567739821337e+00,0.000000000000000000e+00
9.350388622126986959e+00,9.109455768713708324e+00,0.000000000000000000e+00
3.744535408560704326e+00,2.963452910442093469e+00,0.000000000000000000e+00
6.965245770628353483e+00,8.677307325403628369e+00,0.000000000000000000e+00
3.488545059186300978e+00,3.595000702703393891e+00,0.000000000000000000e+00
1.383429706468507492e+00,2.442297133720382263e+00,0.000000000000000000e+00
2.702859158100078041e+00,4.721601162408040508e+00,1.000000000000000000e+00
1.675703861069699485e+00,1.366465135085326299e-01,0.000000000000000000e+00
8.412883624532515370e+00,9.391974967175574562e+00,0.000000000000000000e+00
1.606673026668015147e-01,8.164267230640763984e+00,0.000000000000000000e+00
8.399639986766139543e+00,5.576813014509918176e-01,0.000000000000000000e+00
3.582877058692430783e+00,1.848835915701244614e+00,0.000000000000000000e+00
9.734728393411584690e+00,5.700961072771738358e+00,0.000000000000000000e+00
9.223516742820518033e+00,2.681135293949510334e-01,0.000000000000000000e+00
5.192019160887988427e+00,3.701742305429178703e+00,0.000000000000000000e+00
1.042206976295881882e+00,1.870965784656773989e+00,0.000000000000000000e+00
7.753927139404676261e+00,5.606259283298553608e-01,0.000000000000000000e+00
6.151279393911482707e+00,1.055529427975382406e+00,0.000000000000000000e+00
7.016080124678813590e+00,4.605401143709952905e-01,0.000000000000000000e+00
7.754620942836023545e+00,6.713958324308877401e+00,0.000000000000000000e+00
4.673278028380768667e+00,6.072482921728143523e+00,0.000000000000000000e+00
9.432941035050161460e+00,8.291627748880435078e+00,0.000000000000000000e+00
9.802319474960785595e-01,4.230606264651293191e-01,0.000000000000000000e+00
2.291194294187631542e+00,2.408817434189031381e+00,0.000000000000000000e+00
4.689156573687648155e+00,9.918163320899678226e+00,0.000000000000000000e+00
5.654031301431859724e+00,4.991935792376231085e+00,1.000000000000000000e+00
1.291601267978184087e+00,1.225500918023577634e+00,0.000000000000000000e+00
8.076263359262350505e+00,8.664666143064113868e+00,0.000000000000000000e+00
7.151040699877590612e+00,4.338602373303345416e+00,1.000000000000000000e+00
5.309675320753529881e+00,3.570114123887302426e+00,0.000000000000000000e+00
